,Entity ID,Gender,Marital Status,Dependents,Education,Entity's Income in INR,Entity's Family Income in INR,City Type,Average Expenditure per Entity per Month in INR
14351,14351,Male,Yes,5,Ph.d,20000,431000,B,10000
14352,14352,Male,Yes,2,Ph.d,15000,217000,B,10000
14353,14353,Male,Yes,1,Ph.d,33000,222000,B,10000
14354,14354,Female,Yes,4,Ph.d,10000,368000,B,10000
14355,14355,Female,Yes,2,Ph.d,32000,383000,B,10000
14356,14356,Female,Yes,3,Not Educated,8000,459000,B,10000
14357,14357,Male,Yes,1,Ph.d,14000,191000,B,10000
14358,14358,Male,No,4,Ph.d,26000,134000,C,5000
14359,14359,Male,Yes,0,Ph.d,14000,178000,B,10000
14360,14360,Female,Yes,0,UG,50000,419000,B,10000
14361,14361,Male,Yes,2,PG,15000,465000,B,10000
14362,14362,Male,Yes,0,Ph.d,34000,231000,B,10000
14363,14363,Male,Yes,3,UG,34000,461000,B,10000
14364,14364,Male,Yes,3,PG,13000,371000,B,10000
14365,14365,Female,No,3,UG,7000,395000,B,10000
14366,14366,Male,No,4,PG,22000,473000,B,10000
14367,14367,Male,Yes,4,PG,47000,382000,B,10000
14368,14368,Male,Yes,4,PG,35000,405000,B,10000
14369,14369,Male,No,4,Ph.d,24000,356000,B,10000
14370,14370,Male,Yes,4,PG,17000,243000,D,2500
14371,14371,Female,Yes,0,Ph.d,28000,343000,B,10000
14372,14372,Male,No,0,Ph.d,36000,94000,B,10000
14373,14373,Male,No,4,Ph.d,36000,187000,B,10000
14374,14374,Male,Yes,3,Ph.d,36000,124000,C,5000
14375,14375,Male,Yes,4,UG,17000,250000,B,10000
14376,14376,Male,No,1,Ph.d,38000,45000,A,15000
14377,14377,Female,No,1,Ph.d,10000,210000,B,10000
14378,14378,Male,Yes,0,Ph.d,7000,150000,B,10000
14379,14379,Male,Yes,0,Ph.d,37000,257000,B,10000
14380,14380,Female,Yes,2,Ph.d,18000,310000,B,10000
14381,14381,Male,Yes,5,Ph.d,45000,306000,C,5000
14382,14382,Female,Yes,5,Ph.d,47000,413000,B,10000
14383,14383,Female,Yes,3,Ph.d,27000,226000,B,10000
14384,14384,Male,Yes,5,Ph.d,30000,470000,B,10000
14385,14385,Female,Yes,1,PG,18000,113000,B,10000
14386,14386,Female,Yes,2,UG,29000,140000,B,10000
14387,14387,Male,Yes,3,Ph.d,37000,395000,C,5000
14388,14388,Male,Yes,0,Ph.d,23000,443000,B,10000
14389,14389,Male,Yes,5,Ph.d,18000,232000,B,10000
14390,14390,Male,Yes,4,Ph.d,13000,337000,C,5000
14391,14391,Male,Yes,0,UG,15000,162000,B,10000
14392,14392,Female,Yes,2,UG,16000,249000,B,10000
14393,14393,Male,Yes,4,Ph.d,7000,195000,B,10000
14394,14394,Male,No,1,PG,44000,345000,B,10000
14395,14395,Male,Yes,3,UG,44000,93000,D,2500
14396,14396,Male,Yes,1,Ph.d,18000,336000,B,10000
14397,14397,Male,Yes,1,Not Educated,15000,467000,B,10000
14398,14398,Male,Yes,0,Ph.d,18000,223000,B,10000
14399,14399,Female,Yes,1,Not Educated,30000,417000,B,10000
14400,14400,Male,Yes,5,Ph.d,46000,384000,C,5000
14401,14401,Female,Yes,5,Ph.d,5000,467000,B,10000
14402,14402,Male,Yes,1,UG,13000,352000,B,10000
14403,14403,Female,Yes,4,Ph.d,26000,248000,B,10000
14404,14404,Female,No,3,PG,50000,117000,A,15000
14405,14405,Female,No,0,Ph.d,6000,474000,B,10000
14406,14406,Male,Yes,2,Ph.d,6000,48000,B,10000
14407,14407,Male,Yes,2,Ph.d,7000,435000,B,10000
14408,14408,Male,No,5,Ph.d,45000,114000,B,10000
14409,14409,Female,No,3,Ph.d,23000,298000,B,10000
14410,14410,Male,Yes,4,PG,39000,135000,B,10000
14411,14411,Male,Yes,5,Ph.d,29000,200000,A,15000
14412,14412,Male,No,2,Ph.d,32000,250000,D,2500
14413,14413,Female,Yes,3,Ph.d,22000,256000,B,10000
14414,14414,Male,No,3,UG,24000,469000,B,10000
14415,14415,Male,Yes,0,UG,17000,264000,B,10000
14416,14416,Female,Yes,1,Ph.d,42000,130000,B,10000
14417,14417,Male,No,1,PG,49000,443000,C,5000
14418,14418,Male,Yes,0,Ph.d,27000,399000,B,10000
14419,14419,Female,Yes,1,UG,42000,95000,B,10000
14420,14420,Male,Yes,2,Ph.d,28000,69000,C,5000
14421,14421,Male,No,3,Ph.d,28000,470000,A,15000
14422,14422,Male,No,2,Ph.d,21000,304000,B,10000
14423,14423,Male,Yes,3,PG,10000,419000,B,10000
14424,14424,Male,Yes,0,Ph.d,10000,198000,D,2500
14425,14425,Male,Yes,5,Ph.d,27000,330000,A,15000
14426,14426,Male,Yes,2,Ph.d,8000,401000,B,10000
14427,14427,Male,Yes,4,PG,20000,478000,B,10000
14428,14428,Female,Yes,0,Ph.d,20000,394000,D,2500
14429,14429,Male,Yes,0,Ph.d,18000,134000,B,10000
14430,14430,Male,Yes,4,Ph.d,24000,116000,A,15000
14431,14431,Male,Yes,0,Ph.d,20000,395000,B,10000
14432,14432,Male,No,1,Ph.d,18000,471000,B,10000
14433,14433,Male,Yes,0,PG,17000,184000,B,10000
14434,14434,Male,Yes,0,UG,28000,190000,B,10000
14435,14435,Male,Yes,1,Ph.d,35000,316000,B,10000
14436,14436,Male,Yes,3,Ph.d,9000,364000,C,5000
14437,14437,Female,Yes,1,Ph.d,27000,178000,B,10000
14438,14438,Male,Yes,3,UG,10000,373000,B,10000
14439,14439,Male,Yes,1,Ph.d,35000,214000,B,10000
14440,14440,Female,Yes,4,PG,23000,76000,B,10000
14441,14441,Male,Yes,3,Ph.d,16000,331000,B,10000
14442,14442,Female,Yes,2,Not Educated,18000,266000,B,10000
14443,14443,Male,Yes,3,Ph.d,38000,134000,A,15000
14444,14444,Male,Yes,3,Ph.d,26000,383000,B,10000
14445,14445,Male,No,4,Ph.d,16000,454000,D,2500
14446,14446,Male,Yes,4,Ph.d,47000,418000,A,15000
14447,14447,Male,No,3,Ph.d,7000,484000,D,2500
14448,14448,Female,Yes,5,Ph.d,34000,343000,B,10000
14449,14449,Male,Yes,3,Ph.d,45000,230000,B,10000
14450,14450,Male,Yes,0,PG,22000,396000,B,10000
14451,14451,Male,Yes,3,Ph.d,23000,132000,B,10000
14452,14452,Male,Yes,2,Ph.d,12000,20000,D,2500
14453,14453,Male,No,4,Not Educated,25000,203000,B,10000
14454,14454,Male,Yes,4,Ph.d,7000,131000,B,10000
14455,14455,Male,No,1,Ph.d,28000,239000,D,2500
14456,14456,Male,Yes,5,Ph.d,6000,112000,D,2500
14457,14457,Male,No,4,Ph.d,43000,220000,B,10000
14458,14458,Female,Yes,4,PG,48000,136000,B,10000
14459,14459,Male,Yes,4,UG,25000,497000,A,15000
14460,14460,Female,No,4,Ph.d,13000,227000,A,15000
14461,14461,Male,Yes,4,Ph.d,47000,260000,B,10000
14462,14462,Female,Yes,1,Ph.d,9000,485000,B,10000
14463,14463,Male,Yes,2,Ph.d,12000,117000,A,15000
14464,14464,Male,Yes,0,Ph.d,19000,244000,B,10000
14465,14465,Male,Yes,5,Ph.d,10000,401000,B,10000
14466,14466,Male,Yes,0,PG,10000,343000,C,5000
14467,14467,Female,Yes,4,Ph.d,7000,472000,B,10000
14468,14468,Male,Yes,2,PG,13000,485000,D,2500
14469,14469,Male,No,5,Ph.d,19000,188000,D,2500
14470,14470,Male,Yes,5,Ph.d,30000,403000,B,10000
14471,14471,Female,No,3,Ph.d,28000,343000,B,10000
14472,14472,Female,No,2,PG,8000,442000,D,2500
14473,14473,Male,Yes,0,PG,15000,61000,B,10000
14474,14474,Female,Yes,1,Ph.d,12000,38000,B,10000
14475,14475,Female,Yes,1,PG,28000,217000,C,5000
14476,14476,Female,Yes,1,PG,27000,255000,D,2500
14477,14477,Male,Yes,4,Ph.d,5000,431000,B,10000
14478,14478,Male,Yes,1,Ph.d,50000,206000,B,10000
14479,14479,Male,Yes,1,UG,47000,280000,B,10000
14480,14480,Male,No,2,PG,37000,385000,B,10000
14481,14481,Male,Yes,3,Not Educated,16000,281000,B,10000
14482,14482,Male,Yes,3,UG,10000,41000,B,10000
14483,14483,Male,Yes,5,UG,29000,337000,B,10000
14484,14484,Male,Yes,0,UG,23000,258000,B,10000
14485,14485,Male,No,1,Ph.d,13000,301000,B,10000
14486,14486,Male,No,2,UG,48000,144000,C,5000
14487,14487,Male,Yes,5,Ph.d,40000,289000,A,15000
14488,14488,Female,Yes,1,UG,27000,64000,B,10000
14489,14489,Male,Yes,4,UG,35000,366000,B,10000
14490,14490,Male,Yes,5,Ph.d,24000,362000,B,10000
14491,14491,Male,Yes,3,Ph.d,34000,432000,C,5000
14492,14492,Male,Yes,2,Not Educated,38000,214000,B,10000
14493,14493,Male,Yes,3,Ph.d,45000,115000,B,10000
14494,14494,Female,No,3,UG,17000,245000,B,10000
14495,14495,Male,Yes,0,UG,30000,337000,B,10000
14496,14496,Male,Yes,1,Ph.d,37000,329000,B,10000
14497,14497,Female,Yes,5,Ph.d,8000,165000,B,10000
14498,14498,Male,No,4,Ph.d,23000,329000,B,10000
14499,14499,Female,No,5,UG,36000,457000,B,10000
14500,14500,Male,Yes,3,Not Educated,31000,215000,D,2500
14501,14501,Male,Yes,3,PG,8000,106000,C,5000
14502,14502,Male,Yes,2,Ph.d,47000,274000,B,10000
14503,14503,Male,No,2,Ph.d,24000,218000,A,15000
14504,14504,Male,No,2,Ph.d,38000,132000,A,15000
14505,14505,Male,Yes,3,Ph.d,27000,248000,C,5000
14506,14506,Male,Yes,5,Ph.d,13000,492000,B,10000
14507,14507,Female,Yes,5,Ph.d,36000,439000,B,10000
14508,14508,Male,Yes,4,Not Educated,8000,248000,B,10000
14509,14509,Male,No,5,Ph.d,17000,306000,A,15000
14510,14510,Male,Yes,1,Ph.d,19000,186000,B,10000
14511,14511,Male,Yes,1,Not Educated,11000,248000,B,10000
14512,14512,Female,No,0,Ph.d,30000,125000,B,10000
14513,14513,Male,No,3,UG,29000,225000,B,10000
14514,14514,Male,Yes,0,Ph.d,18000,30000,B,10000
14515,14515,Male,Yes,1,Ph.d,15000,269000,B,10000
14516,14516,Male,No,0,Ph.d,47000,420000,B,10000
14517,14517,Female,Yes,4,UG,35000,369000,B,10000
14518,14518,Male,Yes,0,UG,6000,71000,D,2500
14519,14519,Male,No,0,Ph.d,25000,150000,B,10000
14520,14520,Female,No,5,Ph.d,9000,328000,B,10000
14521,14521,Male,No,5,Ph.d,26000,111000,D,2500
14522,14522,Male,Yes,1,PG,33000,487000,B,10000
14523,14523,Male,Yes,3,UG,19000,98000,C,5000
14524,14524,Male,No,2,Ph.d,32000,62000,A,15000
14525,14525,Male,Yes,0,UG,17000,242000,B,10000
14526,14526,Male,Yes,2,Ph.d,26000,207000,B,10000
14527,14527,Male,Yes,3,Ph.d,34000,412000,B,10000
14528,14528,Male,Yes,4,Ph.d,46000,288000,D,2500
14529,14529,Male,No,3,Ph.d,39000,436000,B,10000
14530,14530,Male,No,1,Ph.d,26000,429000,D,2500
14531,14531,Female,Yes,3,PG,8000,374000,B,10000
14532,14532,Female,No,3,Ph.d,7000,251000,B,10000
14533,14533,Female,No,0,PG,34000,81000,D,2500
14534,14534,Male,No,3,Ph.d,20000,70000,B,10000
14535,14535,Male,Yes,1,Ph.d,9000,429000,B,10000
14536,14536,Male,No,4,Ph.d,24000,327000,C,5000
14537,14537,Male,Yes,1,Ph.d,10000,307000,C,5000
14538,14538,Female,Yes,5,Ph.d,6000,282000,C,5000
14539,14539,Male,Yes,0,PG,40000,202000,B,10000
14540,14540,Female,Yes,4,Ph.d,31000,448000,D,2500
14541,14541,Male,No,0,Ph.d,45000,452000,B,10000
14542,14542,Female,Yes,0,Ph.d,19000,425000,B,10000
14543,14543,Male,No,4,PG,43000,241000,B,10000
14544,14544,Male,No,5,Ph.d,46000,198000,B,10000
14545,14545,Male,Yes,0,Not Educated,24000,291000,B,10000
14546,14546,Male,Yes,3,Ph.d,28000,122000,B,10000
14547,14547,Male,No,1,UG,44000,111000,D,2500
14548,14548,Male,Yes,4,Ph.d,30000,333000,B,10000
14549,14549,Female,Yes,2,Ph.d,32000,265000,B,10000
14550,14550,Male,Yes,0,Ph.d,18000,303000,B,10000
14551,14551,Male,Yes,4,Ph.d,49000,458000,A,15000
14552,14552,Male,Yes,0,PG,17000,99000,B,10000
14553,14553,Male,No,0,Ph.d,35000,481000,B,10000
14554,14554,Male,Yes,1,Ph.d,17000,345000,B,10000
14555,14555,Male,No,0,PG,27000,453000,D,2500
14556,14556,Female,Yes,5,Ph.d,28000,42000,B,10000
14557,14557,Male,No,0,PG,42000,319000,B,10000
14558,14558,Male,Yes,2,Ph.d,46000,313000,D,2500
14559,14559,Male,Yes,4,Ph.d,17000,317000,B,10000
14560,14560,Male,Yes,5,Ph.d,31000,305000,C,5000
14561,14561,Male,Yes,2,Ph.d,43000,89000,C,5000
14562,14562,Male,Yes,0,Not Educated,10000,41000,B,10000
14563,14563,Male,Yes,3,Ph.d,39000,428000,B,10000
14564,14564,Male,Yes,5,PG,36000,455000,A,15000
14565,14565,Male,No,4,Ph.d,50000,199000,B,10000
14566,14566,Female,Yes,2,UG,22000,294000,A,15000
14567,14567,Male,Yes,4,Ph.d,34000,339000,B,10000
14568,14568,Female,Yes,1,Not Educated,44000,349000,B,10000
14569,14569,Male,Yes,5,Ph.d,9000,57000,B,10000
14570,14570,Male,Yes,3,Not Educated,38000,338000,B,10000
14571,14571,Male,Yes,5,Ph.d,9000,188000,B,10000
14572,14572,Male,Yes,4,Ph.d,38000,180000,B,10000
14573,14573,Female,No,4,Ph.d,13000,30000,B,10000
14574,14574,Female,No,1,Ph.d,35000,251000,B,10000
14575,14575,Male,Yes,3,Not Educated,35000,223000,B,10000
14576,14576,Male,No,3,Not Educated,28000,32000,B,10000
14577,14577,Male,Yes,1,Ph.d,21000,206000,A,15000
14578,14578,Male,Yes,5,Ph.d,44000,262000,D,2500
14579,14579,Male,Yes,5,PG,41000,260000,B,10000
14580,14580,Male,No,4,Ph.d,41000,302000,B,10000
14581,14581,Female,Yes,3,PG,29000,97000,B,10000
14582,14582,Male,Yes,4,Ph.d,26000,406000,C,5000
14583,14583,Male,No,1,Ph.d,14000,122000,A,15000
14584,14584,Male,No,4,Ph.d,33000,264000,B,10000
14585,14585,Male,No,2,Ph.d,29000,133000,D,2500
14586,14586,Male,Yes,3,Ph.d,33000,320000,B,10000
14587,14587,Male,Yes,4,PG,16000,115000,A,15000
14588,14588,Male,Yes,2,Ph.d,27000,446000,A,15000
14589,14589,Male,Yes,4,UG,34000,271000,B,10000
14590,14590,Female,Yes,2,Ph.d,17000,481000,D,2500
14591,14591,Male,Yes,5,Ph.d,9000,431000,C,5000
14592,14592,Male,Yes,4,Ph.d,22000,58000,B,10000
14593,14593,Male,Yes,0,Not Educated,8000,489000,B,10000
14594,14594,Female,Yes,4,Ph.d,27000,73000,A,15000
14595,14595,Male,Yes,2,Ph.d,35000,411000,D,2500
14596,14596,Male,Yes,3,Ph.d,7000,441000,B,10000
14597,14597,Female,Yes,1,Ph.d,17000,366000,A,15000
14598,14598,Female,Yes,1,Ph.d,48000,187000,B,10000
14599,14599,Female,Yes,0,Ph.d,15000,178000,B,10000
14600,14600,Male,No,0,PG,6000,35000,B,10000
14601,14601,Female,No,4,Ph.d,42000,479000,A,15000
14602,14602,Male,No,1,Ph.d,11000,424000,B,10000
14603,14603,Male,Yes,4,UG,46000,82000,D,2500
14604,14604,Female,Yes,0,Ph.d,44000,342000,B,10000
14605,14605,Female,Yes,1,Ph.d,40000,418000,C,5000
14606,14606,Female,Yes,2,Not Educated,6000,22000,B,10000
14607,14607,Female,No,3,Ph.d,35000,421000,B,10000
14608,14608,Male,Yes,4,Ph.d,20000,44000,C,5000
14609,14609,Male,Yes,3,Ph.d,47000,110000,B,10000
14610,14610,Male,No,2,Ph.d,15000,420000,B,10000
14611,14611,Male,Yes,3,Ph.d,8000,247000,B,10000
14612,14612,Male,No,1,Not Educated,34000,186000,B,10000
14613,14613,Male,Yes,2,Ph.d,20000,410000,B,10000
14614,14614,Male,Yes,5,Ph.d,5000,93000,A,15000
14615,14615,Female,Yes,1,Ph.d,48000,317000,B,10000
14616,14616,Male,Yes,4,PG,33000,276000,A,15000
14617,14617,Male,Yes,5,Ph.d,25000,72000,C,5000
14618,14618,Male,No,2,Not Educated,13000,327000,B,10000
14619,14619,Female,No,5,Ph.d,13000,82000,B,10000
14620,14620,Male,Yes,2,Ph.d,19000,179000,B,10000
14621,14621,Female,Yes,5,Ph.d,33000,325000,B,10000
14622,14622,Female,Yes,2,Ph.d,28000,470000,B,10000
14623,14623,Male,No,4,Ph.d,13000,150000,B,10000
14624,14624,Male,No,2,UG,46000,91000,D,2500
14625,14625,Female,Yes,1,Not Educated,5000,107000,A,15000
14626,14626,Female,Yes,3,Not Educated,24000,401000,D,2500
14627,14627,Male,Yes,1,Ph.d,18000,281000,B,10000
14628,14628,Male,No,2,Ph.d,31000,218000,C,5000
14629,14629,Female,Yes,1,Ph.d,48000,186000,B,10000
14630,14630,Female,No,3,Ph.d,10000,379000,B,10000
14631,14631,Male,No,2,Ph.d,17000,154000,B,10000
14632,14632,Male,Yes,1,UG,28000,233000,B,10000
14633,14633,Female,No,1,Ph.d,34000,282000,B,10000
14634,14634,Male,Yes,2,Ph.d,21000,203000,C,5000
14635,14635,Male,Yes,2,Ph.d,28000,333000,B,10000
14636,14636,Male,Yes,0,Ph.d,6000,230000,B,10000
14637,14637,Male,Yes,2,UG,6000,229000,B,10000
14638,14638,Male,Yes,3,Not Educated,19000,417000,D,2500
14639,14639,Female,Yes,3,Not Educated,25000,411000,A,15000
14640,14640,Male,Yes,1,Ph.d,9000,75000,B,10000
14641,14641,Male,Yes,1,UG,39000,197000,C,5000
14642,14642,Female,No,0,Not Educated,24000,168000,B,10000
14643,14643,Male,Yes,0,UG,26000,390000,B,10000
14644,14644,Male,Yes,0,Ph.d,30000,377000,B,10000
14645,14645,Female,Yes,3,Ph.d,28000,450000,B,10000
14646,14646,Female,Yes,4,Ph.d,32000,201000,B,10000
14647,14647,Female,No,5,Ph.d,38000,376000,B,10000
14648,14648,Female,Yes,5,Not Educated,37000,320000,B,10000
14649,14649,Male,Yes,1,PG,38000,242000,A,15000
14650,14650,Male,Yes,2,Ph.d,31000,312000,B,10000
14651,14651,Male,No,0,Ph.d,40000,176000,B,10000
14652,14652,Male,Yes,1,Not Educated,35000,225000,A,15000
14653,14653,Male,Yes,5,Ph.d,49000,490000,B,10000
14654,14654,Male,Yes,4,Ph.d,27000,200000,B,10000
14655,14655,Male,Yes,0,Ph.d,31000,369000,A,15000
14656,14656,Female,Yes,3,Ph.d,31000,86000,A,15000
14657,14657,Female,Yes,3,UG,44000,299000,C,5000
14658,14658,Male,Yes,4,PG,35000,179000,B,10000
14659,14659,Male,Yes,1,Ph.d,14000,194000,C,5000
14660,14660,Male,Yes,5,Ph.d,10000,136000,B,10000
14661,14661,Male,Yes,0,PG,26000,468000,B,10000
14662,14662,Male,Yes,1,Ph.d,10000,415000,C,5000
14663,14663,Female,No,4,UG,27000,358000,B,10000
14664,14664,Male,No,4,Ph.d,35000,455000,B,10000
14665,14665,Female,Yes,2,Ph.d,19000,433000,B,10000
14666,14666,Male,No,0,Not Educated,33000,171000,D,2500
14667,14667,Female,Yes,3,Ph.d,30000,200000,B,10000
14668,14668,Male,Yes,0,Ph.d,37000,145000,B,10000
14669,14669,Male,Yes,3,Ph.d,35000,331000,B,10000
14670,14670,Female,No,4,Ph.d,32000,270000,B,10000
14671,14671,Female,Yes,1,Ph.d,27000,326000,A,15000
14672,14672,Male,Yes,4,UG,37000,53000,B,10000
14673,14673,Male,Yes,5,PG,11000,400000,B,10000
14674,14674,Male,No,4,UG,6000,194000,A,15000
14675,14675,Female,No,4,Ph.d,9000,120000,D,2500
14676,14676,Male,No,0,Ph.d,12000,80000,B,10000
14677,14677,Male,Yes,2,PG,7000,22000,A,15000
14678,14678,Female,No,3,Ph.d,43000,377000,B,10000
14679,14679,Male,Yes,3,Ph.d,6000,313000,B,10000
14680,14680,Male,Yes,5,Ph.d,24000,175000,A,15000
14681,14681,Male,Yes,5,Ph.d,7000,432000,D,2500
14682,14682,Male,Yes,2,PG,50000,291000,C,5000
14683,14683,Male,Yes,2,UG,47000,224000,B,10000
14684,14684,Female,Yes,3,UG,45000,328000,B,10000
14685,14685,Male,Yes,3,Ph.d,26000,51000,B,10000
14686,14686,Male,No,4,Ph.d,48000,430000,B,10000
14687,14687,Female,Yes,5,Ph.d,34000,191000,C,5000
14688,14688,Male,Yes,4,Ph.d,11000,42000,B,10000
14689,14689,Male,Yes,4,UG,48000,199000,D,2500
14690,14690,Male,Yes,4,Ph.d,8000,280000,C,5000
14691,14691,Male,Yes,1,Ph.d,21000,420000,D,2500
14692,14692,Male,No,2,Ph.d,33000,359000,A,15000
14693,14693,Male,Yes,1,Ph.d,26000,309000,B,10000
14694,14694,Female,Yes,0,Ph.d,27000,280000,B,10000
14695,14695,Male,No,3,Ph.d,34000,318000,B,10000
14696,14696,Female,Yes,3,PG,22000,462000,B,10000
14697,14697,Female,Yes,1,PG,46000,322000,B,10000
14698,14698,Female,Yes,2,Not Educated,36000,452000,B,10000
14699,14699,Male,Yes,1,Ph.d,49000,275000,D,2500
14700,14700,Female,Yes,5,Ph.d,20000,377000,B,10000
14701,14701,Male,Yes,0,UG,29000,221000,B,10000
14702,14702,Male,No,2,Not Educated,36000,344000,B,10000
14703,14703,Male,Yes,5,Ph.d,45000,377000,C,5000
14704,14704,Female,Yes,5,Not Educated,24000,371000,A,15000
14705,14705,Female,Yes,1,Ph.d,24000,317000,A,15000
14706,14706,Male,Yes,0,Ph.d,31000,448000,B,10000
14707,14707,Female,Yes,0,UG,29000,437000,B,10000
14708,14708,Female,Yes,1,Ph.d,8000,175000,A,15000
14709,14709,Male,Yes,3,Ph.d,25000,299000,B,10000
14710,14710,Male,Yes,0,UG,10000,438000,B,10000
14711,14711,Female,Yes,1,Ph.d,28000,342000,B,10000
14712,14712,Female,No,4,Ph.d,43000,205000,A,15000
14713,14713,Male,Yes,2,UG,40000,156000,B,10000
14714,14714,Male,Yes,3,Ph.d,20000,127000,B,10000
14715,14715,Female,No,5,PG,33000,236000,B,10000
14716,14716,Male,Yes,0,Ph.d,32000,396000,B,10000
14717,14717,Female,Yes,5,PG,48000,79000,B,10000
14718,14718,Male,Yes,4,UG,23000,416000,B,10000
14719,14719,Male,Yes,5,Ph.d,22000,428000,C,5000
14720,14720,Female,No,5,Ph.d,40000,147000,D,2500
14721,14721,Male,Yes,0,Ph.d,45000,274000,D,2500
14722,14722,Male,Yes,4,PG,9000,439000,B,10000
14723,14723,Female,Yes,3,Ph.d,37000,398000,B,10000
14724,14724,Male,Yes,0,Ph.d,39000,46000,B,10000
14725,14725,Male,Yes,3,Ph.d,41000,108000,B,10000
14726,14726,Male,Yes,3,Ph.d,46000,388000,B,10000
14727,14727,Male,Yes,4,Ph.d,28000,355000,B,10000
14728,14728,Male,Yes,0,Ph.d,13000,299000,B,10000
14729,14729,Male,No,1,Ph.d,19000,492000,B,10000
14730,14730,Female,Yes,1,UG,46000,348000,B,10000
14731,14731,Male,Yes,1,Ph.d,34000,221000,B,10000
14732,14732,Female,Yes,5,Ph.d,25000,110000,C,5000
14733,14733,Male,Yes,0,Ph.d,31000,363000,B,10000
14734,14734,Male,Yes,5,UG,21000,294000,B,10000
14735,14735,Female,Yes,5,Ph.d,14000,239000,B,10000
14736,14736,Female,Yes,4,Ph.d,6000,272000,C,5000
14737,14737,Female,Yes,4,Ph.d,29000,469000,B,10000
14738,14738,Male,Yes,2,Ph.d,26000,151000,C,5000
14739,14739,Female,Yes,1,UG,11000,145000,B,10000
14740,14740,Male,Yes,0,Ph.d,41000,361000,B,10000
14741,14741,Male,Yes,2,PG,46000,431000,A,15000
14742,14742,Male,Yes,5,Ph.d,26000,267000,B,10000
14743,14743,Male,Yes,2,Ph.d,35000,427000,B,10000
14744,14744,Female,Yes,1,UG,15000,336000,B,10000
14745,14745,Female,Yes,0,Ph.d,15000,162000,D,2500
14746,14746,Male,Yes,3,PG,38000,104000,B,10000
14747,14747,Male,Yes,5,Not Educated,16000,105000,C,5000
14748,14748,Male,Yes,3,UG,7000,382000,C,5000
14749,14749,Male,Yes,1,Ph.d,30000,176000,B,10000
14750,14750,Male,Yes,0,PG,37000,486000,B,10000
14751,14751,Female,Yes,1,Ph.d,16000,400000,B,10000
14752,14752,Male,Yes,1,PG,6000,177000,B,10000
14753,14753,Male,No,3,Not Educated,5000,36000,B,10000
14754,14754,Male,No,0,Ph.d,38000,373000,B,10000
14755,14755,Male,Yes,5,Ph.d,18000,385000,B,10000
14756,14756,Male,Yes,1,Ph.d,9000,408000,C,5000
14757,14757,Female,Yes,4,Ph.d,47000,470000,B,10000
14758,14758,Male,Yes,5,UG,5000,390000,B,10000
14759,14759,Male,Yes,3,Ph.d,27000,267000,D,2500
14760,14760,Male,Yes,4,Ph.d,19000,483000,B,10000
14761,14761,Male,No,3,Ph.d,29000,348000,B,10000
14762,14762,Male,Yes,0,Ph.d,33000,476000,B,10000
14763,14763,Female,Yes,3,Ph.d,20000,356000,B,10000
14764,14764,Male,Yes,0,Ph.d,25000,317000,B,10000
14765,14765,Male,Yes,5,Ph.d,27000,296000,B,10000
14766,14766,Male,Yes,3,Ph.d,29000,37000,D,2500
14767,14767,Male,Yes,4,Ph.d,21000,166000,B,10000
14768,14768,Male,Yes,3,UG,27000,213000,C,5000
14769,14769,Male,Yes,5,Ph.d,27000,385000,B,10000
14770,14770,Male,Yes,0,Ph.d,40000,491000,A,15000
14771,14771,Female,Yes,2,UG,35000,476000,B,10000
14772,14772,Male,No,3,Ph.d,33000,148000,B,10000
14773,14773,Female,Yes,2,Ph.d,30000,109000,B,10000
14774,14774,Male,No,2,Ph.d,49000,288000,B,10000
14775,14775,Male,Yes,2,Ph.d,10000,267000,D,2500
14776,14776,Male,No,3,UG,39000,68000,A,15000
14777,14777,Male,Yes,1,Not Educated,16000,305000,B,10000
14778,14778,Male,No,2,Not Educated,19000,145000,B,10000
14779,14779,Male,No,5,Ph.d,19000,427000,C,5000
14780,14780,Male,Yes,4,Ph.d,31000,379000,B,10000
14781,14781,Male,Yes,3,Ph.d,7000,162000,B,10000
14782,14782,Female,Yes,1,Ph.d,35000,38000,C,5000
14783,14783,Female,Yes,2,Ph.d,24000,436000,B,10000
14784,14784,Male,Yes,3,Ph.d,45000,419000,C,5000
14785,14785,Male,Yes,0,Ph.d,29000,242000,B,10000
14786,14786,Male,Yes,4,Not Educated,9000,128000,D,2500
14787,14787,Male,Yes,0,Not Educated,18000,355000,D,2500
14788,14788,Male,Yes,3,Ph.d,22000,240000,B,10000
14789,14789,Male,No,2,Ph.d,43000,455000,A,15000
14790,14790,Male,No,1,Ph.d,41000,422000,D,2500
14791,14791,Male,Yes,1,Ph.d,5000,139000,C,5000
14792,14792,Female,Yes,4,Ph.d,24000,370000,B,10000
14793,14793,Male,Yes,2,Ph.d,22000,351000,D,2500
14794,14794,Female,Yes,1,UG,22000,323000,B,10000
14795,14795,Male,Yes,0,UG,23000,444000,B,10000
14796,14796,Male,Yes,4,Ph.d,21000,152000,C,5000
14797,14797,Male,Yes,3,Ph.d,9000,92000,D,2500
14798,14798,Male,Yes,5,Ph.d,48000,332000,C,5000
14799,14799,Male,Yes,3,Not Educated,48000,365000,A,15000
14800,14800,Male,Yes,2,Not Educated,13000,443000,B,10000
14801,14801,Male,No,0,Ph.d,37000,362000,B,10000
14802,14802,Male,No,4,Ph.d,34000,331000,B,10000
14803,14803,Female,Yes,3,Ph.d,46000,203000,B,10000
