,Unnamed: 0,Entity ID,Gender,Marital Status,Dependents,Education,Entity's Income in INR,Entity's Family Income in INR,City Type,Average Expenditure per Entity per Month in INR,Economic Status
11937,11937,11937,Male,Yes,3,PG,6000,90000,B,10000,Average
11938,11938,11938,Female,No,1,Ph.d,16000,453000,B,10000,Excellent
11939,11939,11939,Male,Yes,4,UG,11000,218000,D,2500,Good
11940,11940,11940,Female,Yes,3,Not Educated,46000,371000,B,10000,Excellent
11941,11941,11941,Male,Yes,3,Ph.d,21000,398000,B,10000,Excellent
11942,11942,11942,Female,Yes,4,Ph.d,15000,286000,B,10000,Good
11943,11943,11943,Male,Yes,2,Ph.d,21000,304000,A,15000,Good
11944,11944,11944,Male,No,5,PG,39000,494000,B,10000,Excellent
11945,11945,11945,Male,Yes,4,Ph.d,29000,317000,B,10000,Good
11946,11946,11946,Female,Yes,4,Ph.d,28000,380000,D,2500,Excellent
11947,11947,11947,Male,Yes,4,Ph.d,43000,317000,A,15000,Good
11948,11948,11948,Male,No,3,PG,23000,464000,A,15000,Excellent
11949,11949,11949,Male,Yes,5,Ph.d,38000,298000,B,10000,Good
11950,11950,11950,Male,No,2,Not Educated,24000,409000,B,10000,Excellent
11951,11951,11951,Male,Yes,3,Ph.d,14000,165000,B,10000,Moderate
11952,11952,11952,Male,Yes,0,UG,16000,65000,C,5000,Moderate
11953,11953,11953,Male,No,1,Not Educated,18000,180000,A,15000,Moderate
11954,11954,11954,Male,No,0,Ph.d,29000,374000,B,10000,Excellent
11955,11955,11955,Male,Yes,5,Ph.d,22000,394000,D,2500,Excellent
11956,11956,11956,Male,No,1,Ph.d,14000,421000,C,5000,Excellent
11957,11957,11957,Female,Yes,2,UG,9000,96000,D,2500,Moderate
11958,11958,11958,Male,Yes,5,Ph.d,37000,319000,B,10000,Good
11959,11959,11959,Female,Yes,2,Ph.d,15000,467000,B,10000,Excellent
11960,11960,11960,Male,No,5,Ph.d,45000,432000,B,10000,Excellent
11961,11961,11961,Male,Yes,4,Ph.d,30000,266000,B,10000,Good
11962,11962,11962,Male,Yes,3,Ph.d,17000,421000,B,10000,Excellent
11963,11963,11963,Male,No,0,PG,27000,283000,C,5000,Good
11964,11964,11964,Female,Yes,4,Ph.d,49000,221000,D,2500,Good
11965,11965,11965,Male,Yes,1,UG,45000,199000,B,10000,Good
11966,11966,11966,Male,Yes,5,Ph.d,47000,491000,B,10000,Excellent
11967,11967,11967,Male,Yes,1,Ph.d,40000,197000,B,10000,Good
11968,11968,11968,Male,No,3,UG,42000,339000,B,10000,Excellent
11969,11969,11969,Male,Yes,3,Ph.d,12000,156000,B,10000,Moderate
11970,11970,11970,Male,Yes,2,Ph.d,12000,279000,B,10000,Good
11971,11971,11971,Female,Yes,3,Ph.d,49000,118000,D,2500,Moderate
11972,11972,11972,Male,Yes,3,Not Educated,6000,401000,C,5000,Excellent
11973,11973,11973,Male,Yes,0,Ph.d,28000,224000,B,10000,Good
11974,11974,11974,Female,No,4,Not Educated,7000,365000,B,10000,Excellent
11975,11975,11975,Male,Yes,1,Ph.d,34000,280000,A,15000,Good
11976,11976,11976,Male,No,0,Ph.d,27000,367000,B,10000,Excellent
11977,11977,11977,Male,Yes,5,Ph.d,45000,158000,B,10000,Moderate
11978,11978,11978,Female,Yes,1,Not Educated,10000,329000,C,5000,Excellent
11979,11979,11979,Female,Yes,1,Ph.d,9000,80000,D,2500,Moderate
11980,11980,11980,Male,Yes,1,Ph.d,50000,58000,B,10000,Average
11981,11981,11981,Male,Yes,5,Ph.d,24000,36000,B,10000,Poor
11982,11982,11982,Male,No,0,UG,10000,97000,D,2500,Moderate
11983,11983,11983,Male,Yes,3,UG,13000,100000,D,2500,Moderate
11984,11984,11984,Female,No,2,Ph.d,13000,290000,B,10000,Good
11985,11985,11985,Male,No,0,Ph.d,37000,159000,B,10000,Moderate
11986,11986,11986,Male,Yes,3,Ph.d,13000,356000,C,5000,Excellent
11987,11987,11987,Female,Yes,1,Ph.d,8000,178000,B,10000,Good
11988,11988,11988,Male,Yes,0,Ph.d,43000,178000,B,10000,Good
11989,11989,11989,Male,No,5,Ph.d,5000,470000,B,10000,Excellent
11990,11990,11990,Male,Yes,4,PG,23000,389000,C,5000,Excellent
11991,11991,11991,Female,Yes,5,UG,41000,357000,B,10000,Excellent
11992,11992,11992,Male,Yes,2,Ph.d,13000,240000,D,2500,Good
11993,11993,11993,Female,Yes,5,UG,12000,13000,B,10000,Poor
11994,11994,11994,Female,Yes,3,Ph.d,6000,308000,B,10000,Good
11995,11995,11995,Male,No,5,UG,23000,106000,A,15000,Average
11996,11996,11996,Male,Yes,0,UG,37000,38000,A,15000,Average
11997,11997,11997,Male,No,2,Ph.d,39000,414000,B,10000,Excellent
11998,11998,11998,Female,Yes,2,Ph.d,43000,406000,C,5000,Excellent
11999,11999,11999,Male,No,5,Ph.d,20000,26000,B,10000,Poor
12000,12000,12000,Male,Yes,3,Ph.d,46000,274000,B,10000,Good
12001,12001,12001,Male,Yes,5,Not Educated,6000,286000,B,10000,Good
12002,12002,12002,Male,Yes,5,Ph.d,33000,338000,B,10000,Good
12003,12003,12003,Female,Yes,2,Not Educated,20000,111000,C,5000,Moderate
12004,12004,12004,Male,Yes,5,Ph.d,30000,330000,B,10000,Good
12005,12005,12005,Male,Yes,0,Not Educated,24000,322000,B,10000,Excellent
12006,12006,12006,Female,No,5,Ph.d,43000,98000,B,10000,Average
12007,12007,12007,Female,Yes,5,UG,25000,421000,B,10000,Excellent
12008,12008,12008,Female,Yes,5,Ph.d,5000,57000,A,15000,Poor
12009,12009,12009,Male,Yes,4,Ph.d,28000,311000,B,10000,Good
12010,12010,12010,Female,Yes,1,Ph.d,8000,338000,B,10000,Excellent
12011,12011,12011,Female,Yes,2,Ph.d,5000,408000,B,10000,Excellent
12012,12012,12012,Male,Yes,2,Ph.d,44000,267000,B,10000,Good
12013,12013,12013,Male,No,0,PG,26000,198000,B,10000,Good
12014,12014,12014,Male,Yes,1,Not Educated,35000,233000,B,10000,Good
12015,12015,12015,Male,Yes,5,PG,34000,201000,B,10000,Moderate
12016,12016,12016,Female,Yes,1,Ph.d,31000,365000,C,5000,Excellent
12017,12017,12017,Male,Yes,3,UG,15000,162000,B,10000,Moderate
12018,12018,12018,Male,Yes,4,Ph.d,19000,33000,B,10000,Poor
12019,12019,12019,Male,No,5,Ph.d,18000,123000,A,15000,Average
12020,12020,12020,Male,Yes,2,UG,20000,112000,B,10000,Moderate
12021,12021,12021,Male,No,3,Ph.d,41000,103000,C,5000,Moderate
12022,12022,12022,Male,Yes,1,Ph.d,8000,190000,A,15000,Good
12023,12023,12023,Male,Yes,3,Not Educated,36000,250000,B,10000,Good
12024,12024,12024,Male,Yes,5,UG,8000,385000,B,10000,Excellent
12025,12025,12025,Male,Yes,5,PG,22000,487000,C,5000,Excellent
12026,12026,12026,Male,Yes,0,PG,8000,342000,B,10000,Excellent
12027,12027,12027,Male,No,4,PG,8000,323000,C,5000,Excellent
12028,12028,12028,Male,Yes,3,Not Educated,38000,454000,B,10000,Excellent
12029,12029,12029,Female,Yes,5,PG,36000,267000,B,10000,Good
12030,12030,12030,Male,Yes,0,Not Educated,29000,360000,C,5000,Excellent
12031,12031,12031,Male,Yes,4,Ph.d,18000,236000,B,10000,Good
12032,12032,12032,Female,Yes,5,Ph.d,36000,279000,B,10000,Good
12033,12033,12033,Male,Yes,0,Ph.d,12000,75000,D,2500,Moderate
12034,12034,12034,Male,No,3,PG,24000,240000,B,10000,Good
12035,12035,12035,Male,Yes,3,Ph.d,27000,488000,B,10000,Excellent
12036,12036,12036,Female,Yes,1,Ph.d,17000,238000,B,10000,Good
12037,12037,12037,Female,Yes,3,UG,33000,409000,A,15000,Excellent
12038,12038,12038,Female,Yes,4,Ph.d,48000,163000,B,10000,Moderate
12039,12039,12039,Male,No,4,Ph.d,23000,363000,C,5000,Excellent
12040,12040,12040,Male,No,5,Ph.d,48000,154000,B,10000,Moderate
12041,12041,12041,Male,Yes,2,Ph.d,25000,36000,B,10000,Average
12042,12042,12042,Male,No,1,Ph.d,33000,301000,B,10000,Good
12043,12043,12043,Male,Yes,5,Ph.d,17000,246000,D,2500,Good
12044,12044,12044,Male,Yes,1,Not Educated,27000,432000,C,5000,Excellent
12045,12045,12045,Female,Yes,3,Ph.d,27000,88000,A,15000,Average
12046,12046,12046,Male,Yes,1,Ph.d,26000,193000,B,10000,Good
12047,12047,12047,Female,Yes,5,Not Educated,40000,482000,B,10000,Excellent
12048,12048,12048,Female,No,4,Not Educated,16000,351000,C,5000,Excellent
12049,12049,12049,Female,Yes,5,UG,29000,206000,B,10000,Moderate
12050,12050,12050,Male,Yes,3,Ph.d,34000,36000,B,10000,Average
12051,12051,12051,Male,Yes,4,Ph.d,6000,114000,C,5000,Moderate
12052,12052,12052,Female,Yes,1,Not Educated,42000,496000,B,10000,Excellent
12053,12053,12053,Female,Yes,5,PG,23000,285000,B,10000,Good
12054,12054,12054,Male,Yes,4,Not Educated,35000,120000,B,10000,Moderate
12055,12055,12055,Male,No,3,PG,49000,215000,B,10000,Good
12056,12056,12056,Male,Yes,2,Not Educated,6000,361000,D,2500,Excellent
12057,12057,12057,Male,No,1,Ph.d,7000,462000,A,15000,Excellent
12058,12058,12058,Male,Yes,5,Ph.d,7000,280000,B,10000,Good
12059,12059,12059,Female,Yes,4,PG,17000,31000,C,5000,Average
12060,12060,12060,Male,Yes,0,Ph.d,25000,358000,B,10000,Excellent
12061,12061,12061,Male,No,0,Ph.d,43000,380000,B,10000,Excellent
12062,12062,12062,Male,No,0,PG,18000,185000,C,5000,Good
12063,12063,12063,Female,Yes,4,Ph.d,39000,128000,C,5000,Moderate
12064,12064,12064,Male,Yes,2,Not Educated,22000,287000,B,10000,Good
12065,12065,12065,Male,Yes,2,PG,21000,73000,B,10000,Average
12066,12066,12066,Male,Yes,5,Not Educated,23000,472000,B,10000,Excellent
12067,12067,12067,Female,No,0,Ph.d,21000,426000,A,15000,Excellent
12068,12068,12068,Female,No,2,Ph.d,28000,261000,C,5000,Good
12069,12069,12069,Female,Yes,2,Ph.d,25000,229000,B,10000,Good
12070,12070,12070,Male,Yes,0,Ph.d,30000,234000,B,10000,Good
12071,12071,12071,Female,Yes,0,Not Educated,45000,452000,C,5000,Excellent
12072,12072,12072,Male,Yes,2,PG,22000,61000,B,10000,Average
12073,12073,12073,Male,Yes,4,Ph.d,25000,283000,A,15000,Good
12074,12074,12074,Male,Yes,5,Ph.d,49000,315000,C,5000,Good
12075,12075,12075,Male,Yes,5,Ph.d,27000,242000,C,5000,Good
12076,12076,12076,Male,Yes,1,Ph.d,35000,492000,A,15000,Excellent
12077,12077,12077,Female,Yes,3,Ph.d,30000,359000,B,10000,Excellent
12078,12078,12078,Male,Yes,4,Ph.d,36000,224000,B,10000,Good
12079,12079,12079,Male,Yes,3,Not Educated,32000,463000,B,10000,Excellent
12080,12080,12080,Male,No,3,Ph.d,32000,92000,B,10000,Average
12081,12081,12081,Female,Yes,0,Ph.d,24000,415000,B,10000,Excellent
12082,12082,12082,Male,Yes,4,PG,7000,297000,B,10000,Good
12083,12083,12083,Male,Yes,0,Ph.d,36000,283000,D,2500,Good
12084,12084,12084,Male,Yes,1,PG,19000,324000,C,5000,Excellent
12085,12085,12085,Female,Yes,4,Ph.d,39000,296000,C,5000,Good
12086,12086,12086,Female,No,1,Ph.d,24000,291000,B,10000,Good
12087,12087,12087,Male,Yes,4,Ph.d,7000,19000,A,15000,Poor
12088,12088,12088,Male,No,5,Ph.d,6000,128000,B,10000,Moderate
12089,12089,12089,Female,Yes,4,Ph.d,41000,256000,B,10000,Good
12090,12090,12090,Male,Yes,0,Not Educated,28000,310000,B,10000,Excellent
12091,12091,12091,Male,No,3,PG,13000,348000,B,10000,Excellent
12092,12092,12092,Male,Yes,4,Ph.d,38000,244000,C,5000,Good
12093,12093,12093,Male,No,1,PG,38000,436000,B,10000,Excellent
12094,12094,12094,Male,Yes,0,UG,44000,126000,D,2500,Moderate
12095,12095,12095,Male,No,2,Not Educated,15000,401000,C,5000,Excellent
12096,12096,12096,Female,No,1,Not Educated,45000,342000,B,10000,Excellent
12097,12097,12097,Male,Yes,3,Ph.d,45000,354000,B,10000,Excellent
12098,12098,12098,Male,Yes,3,Ph.d,38000,309000,B,10000,Good
12099,12099,12099,Male,Yes,3,Ph.d,28000,142000,A,15000,Moderate
12100,12100,12100,Female,No,0,UG,27000,490000,B,10000,Excellent
12101,12101,12101,Male,Yes,2,Ph.d,43000,470000,D,2500,Excellent
12102,12102,12102,Female,Yes,0,Ph.d,44000,211000,B,10000,Good
12103,12103,12103,Male,No,3,Ph.d,26000,492000,D,2500,Excellent
12104,12104,12104,Female,Yes,1,UG,17000,381000,A,15000,Excellent
12105,12105,12105,Male,Yes,0,Ph.d,49000,375000,B,10000,Excellent
12106,12106,12106,Male,Yes,1,Ph.d,47000,76000,B,10000,Moderate
12107,12107,12107,Female,Yes,0,UG,13000,391000,B,10000,Excellent
12108,12108,12108,Male,Yes,3,Not Educated,46000,243000,B,10000,Good
12109,12109,12109,Female,Yes,2,Ph.d,22000,365000,B,10000,Excellent
12110,12110,12110,Male,Yes,1,UG,13000,313000,B,10000,Excellent
12111,12111,12111,Male,No,4,Not Educated,13000,270000,B,10000,Good
12112,12112,12112,Male,No,1,Ph.d,15000,423000,B,10000,Excellent
12113,12113,12113,Male,No,5,Ph.d,33000,377000,B,10000,Excellent
12114,12114,12114,Male,Yes,0,Ph.d,39000,460000,B,10000,Excellent
12115,12115,12115,Male,Yes,2,UG,33000,107000,B,10000,Moderate
12116,12116,12116,Female,No,4,Ph.d,41000,497000,A,15000,Excellent
12117,12117,12117,Male,Yes,0,Not Educated,40000,464000,B,10000,Excellent
12118,12118,12118,Male,Yes,2,Ph.d,36000,446000,B,10000,Excellent
12119,12119,12119,Male,Yes,4,PG,26000,157000,B,10000,Moderate
12120,12120,12120,Female,Yes,3,Ph.d,34000,75000,B,10000,Average
12121,12121,12121,Male,No,5,Ph.d,29000,223000,B,10000,Good
12122,12122,12122,Male,No,1,Ph.d,9000,62000,A,15000,Average
12123,12123,12123,Male,Yes,3,Ph.d,8000,478000,C,5000,Excellent
12124,12124,12124,Male,Yes,2,Ph.d,48000,450000,B,10000,Excellent
12125,12125,12125,Male,No,0,Ph.d,49000,289000,B,10000,Good
12126,12126,12126,Male,Yes,5,Ph.d,23000,132000,B,10000,Moderate
12127,12127,12127,Male,Yes,5,Ph.d,45000,248000,B,10000,Good
12128,12128,12128,Male,No,3,Ph.d,28000,193000,C,5000,Good
12129,12129,12129,Male,Yes,4,Not Educated,41000,210000,C,5000,Good
12130,12130,12130,Male,No,1,Ph.d,30000,67000,D,2500,Moderate
12131,12131,12131,Male,Yes,5,Ph.d,46000,54000,A,15000,Poor
12132,12132,12132,Male,Yes,4,PG,26000,347000,B,10000,Excellent
12133,12133,12133,Female,Yes,1,Not Educated,15000,378000,C,5000,Excellent
12134,12134,12134,Male,No,1,UG,17000,462000,D,2500,Excellent
12135,12135,12135,Male,Yes,1,Ph.d,13000,418000,B,10000,Excellent
12136,12136,12136,Female,Yes,5,Not Educated,12000,482000,B,10000,Excellent
12137,12137,12137,Female,No,5,Ph.d,33000,210000,B,10000,Moderate
12138,12138,12138,Female,Yes,1,Ph.d,29000,197000,C,5000,Good
12139,12139,12139,Female,Yes,1,Ph.d,33000,322000,C,5000,Excellent
12140,12140,12140,Male,Yes,1,Not Educated,15000,244000,B,10000,Good
12141,12141,12141,Male,Yes,2,Ph.d,38000,76000,B,10000,Average
12142,12142,12142,Male,Yes,0,Ph.d,9000,351000,B,10000,Excellent
12143,12143,12143,Male,Yes,3,Ph.d,47000,179000,A,15000,Moderate
12144,12144,12144,Male,Yes,5,Ph.d,40000,77000,D,2500,Moderate
12145,12145,12145,Male,Yes,0,PG,35000,469000,B,10000,Excellent
12146,12146,12146,Male,No,1,Ph.d,37000,119000,B,10000,Moderate
12147,12147,12147,Male,No,1,Ph.d,32000,225000,A,15000,Good
12148,12148,12148,Male,No,2,Not Educated,18000,328000,D,2500,Excellent
12149,12149,12149,Male,Yes,3,UG,20000,158000,B,10000,Moderate
12150,12150,12150,Male,Yes,3,UG,47000,351000,B,10000,Excellent
12151,12151,12151,Male,Yes,5,Ph.d,41000,423000,B,10000,Excellent
12152,12152,12152,Female,No,5,Ph.d,6000,21000,A,15000,Poor
12153,12153,12153,Male,Yes,2,Ph.d,12000,266000,B,10000,Good
12154,12154,12154,Female,No,3,Ph.d,34000,46000,B,10000,Average
12155,12155,12155,Male,Yes,4,Ph.d,43000,281000,B,10000,Good
12156,12156,12156,Male,No,5,UG,46000,347000,B,10000,Excellent
12157,12157,12157,Male,Yes,3,Ph.d,17000,488000,D,2500,Excellent
12158,12158,12158,Male,Yes,1,Ph.d,28000,171000,B,10000,Moderate
12159,12159,12159,Male,Yes,4,Ph.d,23000,364000,A,15000,Excellent
12160,12160,12160,Male,No,1,Ph.d,23000,58000,A,15000,Average
12161,12161,12161,Male,No,1,PG,9000,488000,B,10000,Excellent
12162,12162,12162,Male,Yes,0,Ph.d,28000,219000,D,2500,Good
12163,12163,12163,Male,No,3,Ph.d,29000,452000,D,2500,Excellent
12164,12164,12164,Male,Yes,5,Ph.d,26000,66000,B,10000,Average
12165,12165,12165,Male,No,1,Not Educated,40000,376000,D,2500,Excellent
12166,12166,12166,Male,Yes,5,Ph.d,21000,120000,B,10000,Moderate
12167,12167,12167,Female,Yes,0,Ph.d,37000,159000,B,10000,Moderate
12168,12168,12168,Female,Yes,3,Ph.d,43000,420000,B,10000,Excellent
12169,12169,12169,Male,Yes,5,UG,17000,175000,A,15000,Moderate
12170,12170,12170,Male,Yes,3,Ph.d,42000,490000,B,10000,Excellent
12171,12171,12171,Male,Yes,2,Not Educated,31000,263000,A,15000,Good
12172,12172,12172,Male,Yes,0,PG,47000,383000,B,10000,Excellent
12173,12173,12173,Female,Yes,3,Ph.d,20000,349000,B,10000,Excellent
12174,12174,12174,Male,No,5,Ph.d,36000,490000,B,10000,Excellent
12175,12175,12175,Female,Yes,1,UG,28000,31000,B,10000,Average
12176,12176,12176,Male,Yes,3,Ph.d,16000,310000,B,10000,Good
12177,12177,12177,Male,Yes,5,Ph.d,15000,290000,A,15000,Good
12178,12178,12178,Female,No,5,Ph.d,26000,148000,B,10000,Moderate
12179,12179,12179,Male,Yes,1,Not Educated,19000,129000,C,5000,Moderate
12180,12180,12180,Female,Yes,1,Ph.d,21000,211000,A,15000,Good
12181,12181,12181,Female,No,5,Ph.d,15000,82000,B,10000,Average
12182,12182,12182,Male,Yes,2,Ph.d,38000,115000,B,10000,Moderate
12183,12183,12183,Male,Yes,2,PG,50000,411000,B,10000,Excellent
12184,12184,12184,Male,No,0,Ph.d,50000,473000,B,10000,Excellent
12185,12185,12185,Male,No,3,Ph.d,12000,463000,B,10000,Excellent
12186,12186,12186,Female,Yes,4,UG,45000,65000,B,10000,Average
12187,12187,12187,Male,Yes,2,Ph.d,25000,27000,A,15000,Poor
12188,12188,12188,Male,Yes,4,PG,35000,125000,B,10000,Moderate
12189,12189,12189,Female,No,5,Ph.d,48000,109000,B,10000,Average
12190,12190,12190,Male,Yes,3,Not Educated,21000,457000,B,10000,Excellent
12191,12191,12191,Male,Yes,1,Ph.d,38000,212000,B,10000,Good
12192,12192,12192,Male,No,2,Ph.d,24000,149000,B,10000,Moderate
12193,12193,12193,Male,No,2,PG,24000,126000,D,2500,Moderate
12194,12194,12194,Male,Yes,5,PG,30000,434000,B,10000,Excellent
12195,12195,12195,Male,Yes,0,Ph.d,12000,98000,B,10000,Moderate
12196,12196,12196,Female,Yes,1,Ph.d,17000,444000,C,5000,Excellent
12197,12197,12197,Female,Yes,4,Ph.d,30000,314000,D,2500,Excellent
12198,12198,12198,Male,Yes,1,Ph.d,34000,128000,A,15000,Moderate
12199,12199,12199,Male,No,5,UG,15000,367000,D,2500,Excellent
12200,12200,12200,Male,Yes,1,Ph.d,15000,237000,D,2500,Good
12201,12201,12201,Male,Yes,4,Not Educated,13000,94000,B,10000,Average
12202,12202,12202,Male,Yes,4,Not Educated,19000,436000,B,10000,Excellent
12203,12203,12203,Male,No,3,Ph.d,14000,168000,B,10000,Moderate
12204,12204,12204,Male,Yes,3,Not Educated,17000,96000,B,10000,Moderate
12205,12205,12205,Female,No,5,PG,10000,52000,C,5000,Average
12206,12206,12206,Female,Yes,0,Ph.d,44000,381000,B,10000,Excellent
12207,12207,12207,Male,Yes,2,UG,39000,55000,C,5000,Average
12208,12208,12208,Male,Yes,5,Ph.d,9000,415000,C,5000,Excellent
12209,12209,12209,Male,Yes,5,Ph.d,27000,240000,A,15000,Moderate
12210,12210,12210,Male,No,1,Ph.d,29000,405000,A,15000,Excellent
12211,12211,12211,Male,Yes,5,Ph.d,38000,169000,B,10000,Moderate
12212,12212,12212,Male,Yes,2,PG,29000,72000,B,10000,Average
12213,12213,12213,Male,Yes,4,Ph.d,13000,275000,A,15000,Good
12214,12214,12214,Female,No,0,Ph.d,33000,286000,B,10000,Good
12215,12215,12215,Male,No,0,Ph.d,44000,295000,A,15000,Excellent
12216,12216,12216,Male,Yes,1,Ph.d,25000,300000,B,10000,Good
12217,12217,12217,Female,Yes,1,Ph.d,36000,309000,B,10000,Excellent
12218,12218,12218,Male,Yes,1,Ph.d,24000,131000,B,10000,Moderate
12219,12219,12219,Female,Yes,4,Ph.d,39000,470000,B,10000,Excellent
12220,12220,12220,Male,Yes,1,Ph.d,34000,189000,B,10000,Good
12221,12221,12221,Male,Yes,1,Ph.d,38000,213000,A,15000,Good
12222,12222,12222,Male,No,1,Ph.d,28000,436000,B,10000,Excellent
12223,12223,12223,Male,Yes,5,UG,33000,334000,A,15000,Good
12224,12224,12224,Male,Yes,0,Not Educated,27000,241000,B,10000,Good
12225,12225,12225,Male,Yes,3,Ph.d,35000,69000,C,5000,Average
12226,12226,12226,Male,Yes,4,Ph.d,6000,450000,B,10000,Excellent
12227,12227,12227,Female,Yes,4,Ph.d,37000,352000,B,10000,Excellent
12228,12228,12228,Male,Yes,0,UG,37000,223000,B,10000,Good
12229,12229,12229,Female,No,3,Ph.d,39000,54000,B,10000,Average
12230,12230,12230,Female,No,3,Ph.d,7000,170000,C,5000,Moderate
12231,12231,12231,Male,Yes,4,Ph.d,32000,376000,A,15000,Excellent
12232,12232,12232,Male,Yes,4,Ph.d,47000,260000,B,10000,Good
12233,12233,12233,Male,No,5,Ph.d,21000,108000,A,15000,Average
12234,12234,12234,Male,Yes,2,Ph.d,21000,42000,B,10000,Average
12235,12235,12235,Male,No,3,UG,48000,158000,B,10000,Moderate
12236,12236,12236,Male,Yes,2,Ph.d,38000,349000,B,10000,Excellent
12237,12237,12237,Female,No,4,Not Educated,20000,22000,C,5000,Poor
12238,12238,12238,Female,Yes,3,Ph.d,8000,260000,B,10000,Good
12239,12239,12239,Male,Yes,0,Not Educated,43000,196000,B,10000,Good
12240,12240,12240,Male,Yes,3,Not Educated,7000,186000,B,10000,Moderate
12241,12241,12241,Male,No,4,Not Educated,44000,258000,A,15000,Good
12242,12242,12242,Male,Yes,2,Not Educated,33000,310000,D,2500,Excellent
12243,12243,12243,Male,Yes,0,Not Educated,44000,84000,B,10000,Moderate
12244,12244,12244,Male,Yes,4,Not Educated,34000,288000,B,10000,Good
12245,12245,12245,Female,No,5,Ph.d,10000,116000,A,15000,Average
12246,12246,12246,Male,Yes,2,PG,38000,299000,C,5000,Good
12247,12247,12247,Male,Yes,2,UG,6000,115000,B,10000,Moderate
12248,12248,12248,Male,No,5,Ph.d,14000,292000,A,15000,Good
12249,12249,12249,Female,Yes,4,Ph.d,16000,301000,D,2500,Good
12250,12250,12250,Male,Yes,3,Not Educated,33000,260000,B,10000,Good
12251,12251,12251,Male,No,2,Ph.d,13000,212000,B,10000,Good
12252,12252,12252,Male,No,1,Ph.d,19000,97000,A,15000,Moderate
12253,12253,12253,Male,Yes,2,UG,8000,289000,A,15000,Good
12254,12254,12254,Female,Yes,0,Ph.d,8000,132000,C,5000,Moderate
12255,12255,12255,Male,Yes,4,Ph.d,31000,167000,B,10000,Moderate
12256,12256,12256,Female,Yes,5,Ph.d,36000,191000,B,10000,Moderate
12257,12257,12257,Male,Yes,0,Ph.d,17000,298000,B,10000,Excellent
12258,12258,12258,Male,No,2,Ph.d,19000,59000,D,2500,Average
12259,12259,12259,Male,Yes,1,Not Educated,12000,100000,B,10000,Moderate
12260,12260,12260,Male,No,1,Not Educated,10000,158000,B,10000,Moderate
12261,12261,12261,Male,Yes,0,Ph.d,31000,373000,B,10000,Excellent
12262,12262,12262,Male,No,1,UG,30000,163000,D,2500,Moderate
12263,12263,12263,Male,Yes,0,Not Educated,36000,377000,B,10000,Excellent
12264,12264,12264,Male,Yes,5,Not Educated,17000,137000,A,15000,Average
12265,12265,12265,Female,Yes,1,Ph.d,12000,307000,B,10000,Excellent
12266,12266,12266,Male,Yes,1,Ph.d,31000,249000,B,10000,Good
12267,12267,12267,Male,No,1,Ph.d,45000,399000,B,10000,Excellent
12268,12268,12268,Male,Yes,3,PG,39000,401000,A,15000,Excellent
12269,12269,12269,Male,Yes,3,Ph.d,22000,63000,B,10000,Average
12270,12270,12270,Male,No,4,Ph.d,20000,146000,B,10000,Moderate
12271,12271,12271,Male,Yes,2,Ph.d,6000,376000,B,10000,Excellent
12272,12272,12272,Female,Yes,0,Not Educated,43000,426000,A,15000,Excellent
12273,12273,12273,Male,No,4,PG,13000,258000,B,10000,Good
12274,12274,12274,Male,Yes,3,Ph.d,46000,406000,A,15000,Excellent
12275,12275,12275,Female,Yes,2,Not Educated,20000,325000,C,5000,Excellent
12276,12276,12276,Male,Yes,3,Ph.d,14000,74000,B,10000,Average
12277,12277,12277,Male,Yes,1,Ph.d,14000,307000,D,2500,Excellent
12278,12278,12278,Male,No,0,PG,47000,347000,B,10000,Excellent
12279,12279,12279,Female,No,4,Ph.d,10000,181000,A,15000,Moderate
12280,12280,12280,Male,Yes,0,Ph.d,35000,130000,C,5000,Moderate
12281,12281,12281,Male,Yes,2,UG,46000,53000,A,15000,Average
12282,12282,12282,Female,Yes,2,UG,32000,424000,B,10000,Excellent
12283,12283,12283,Female,Yes,4,Ph.d,49000,460000,C,5000,Excellent
12284,12284,12284,Male,No,1,PG,33000,129000,B,10000,Moderate
12285,12285,12285,Male,Yes,5,Not Educated,36000,177000,B,10000,Moderate
12286,12286,12286,Female,Yes,0,Not Educated,48000,160000,B,10000,Moderate
12287,12287,12287,Male,Yes,0,Ph.d,32000,38000,C,5000,Average
12288,12288,12288,Male,Yes,2,Ph.d,42000,427000,B,10000,Excellent
12289,12289,12289,Female,Yes,1,Ph.d,26000,444000,B,10000,Excellent
12290,12290,12290,Male,Yes,5,PG,23000,378000,D,2500,Excellent
12291,12291,12291,Male,Yes,4,Ph.d,23000,496000,B,10000,Excellent
12292,12292,12292,Male,Yes,4,Ph.d,46000,254000,B,10000,Good
12293,12293,12293,Female,Yes,0,Not Educated,48000,432000,C,5000,Excellent
12294,12294,12294,Male,No,2,Ph.d,42000,354000,B,10000,Excellent
12295,12295,12295,Male,Yes,1,UG,26000,221000,B,10000,Good
12296,12296,12296,Male,Yes,1,PG,36000,386000,B,10000,Excellent
12297,12297,12297,Male,No,3,PG,22000,457000,D,2500,Excellent
12298,12298,12298,Female,Yes,2,Ph.d,30000,262000,B,10000,Good
12299,12299,12299,Male,No,3,Not Educated,24000,164000,B,10000,Moderate
12300,12300,12300,Male,No,0,Ph.d,34000,283000,A,15000,Good
12301,12301,12301,Male,Yes,4,Ph.d,22000,429000,B,10000,Excellent
12302,12302,12302,Male,Yes,0,Not Educated,23000,424000,C,5000,Excellent
